Filer,Filing,Id,Agency Prefix,Agency Name,Agency,Year,Period Start,Period End,Filing Date,Transaction Type,Filer Name,Department Name,Offices,Position Name,First Name,Middle Name,Last Name,Is City,Description City,Is County,Description County,Is Multi County,Description Multi County,Is State,Is Judge Or Court,Is Candidate,Candidate Election Year,Candidate Office Sought,Is Assuming,Date Assumed Office,Is Leaving,Leaving Statement Start Date,Date Left Office,Is Annual,Annual Start Date,Is Other,Description Other,Categories,Form,Internal,Schedule A1 Count,Schedule A2 Count,Schedule B Count,Schedule C1 Count,Schedule C2 Count,Schedule D Count,Schedule E Count, Comment Count
SFO-1530,170349990,afc1ad53c2f948e2a7700532a830edbf,SFO,SAN FRANCISCO ETHICS COMMISSION,SFO,2017,01/01/2017,12/31/2017,03/28/2018,Cover,"Brown, Aimee",Treasury Oversight Committee,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Member,filerDivisionBoardDistrict:Treasury Oversight Committee,electionDate:N/A",Member,Aimee,,Brown,false,,true,San Francisco,false,,false,false,false,N/A,,false,,false,,,true,,false,,1,228,afc1ad53c2f948e2a7700532a830edbf,58,5,1,0,0,0,0,0
SFO-154112,170348354,0c64996528754372818e163e50adc06a,SFO,SAN FRANCISCO ETHICS COMMISSION,SFO,2017,01/01/2017,12/31/2017,03/28/2018,Cover,"Zheng, Eddy",Children Youth and Their Families Oversight and Advisory Committee,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Member,filerDivisionBoardDistrict:Children Youth and Their Families Oversight and Advisory Committee,electionDate:N/A",Member,Eddy,Xiao Fei,Zheng,false,,true,San Francisco,false,,false,false,false,N/A,,false,,false,,,true,,false,,1,228,0c64996528754372818e163e50adc06a,0,0,0,0,0,0,0,0
SFO-154282,170347219,8603715b2c8749c6849fc2c2427e7eb3,SFO,SAN FRANCISCO ETHICS COMMISSION,SFO,2017,01/01/2017,12/31/2017,03/28/2018,Cover,"Farzan, Farschad",Law Library,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Trustee,filerDivisionBoardDistrict:Law Library,electionDate:N/A",Trustee,Farschad,,Farzan,false,,true,San Francisco,false,,false,false,false,N/A,,false,,false,,,true,,false,,2,228,8603715b2c8749c6849fc2c2427e7eb3,0,0,0,0,0,0,0,0
SFO-153885,170345524,7c97eec2422940009e65392508b8bc1f,SFO,SAN FRANCISCO ETHICS COMMISSION,SFO,2017,01/01/2017,12/31/2017,03/28/2018,Cover,"Woolford, Paul",Arts Commission,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Arts Commission,electionDate:N/A",Commissioner,Paul,,Woolford,true,San Francisco,true,San Francisco,false,,false,false,false,N/A,,false,,false,,,true,,false,,2,228,7c97eec2422940009e65392508b8bc1f,1,0,0,1,0,0,0,0
SFO-154241,170343843,cb23c746e5bd4c02b25523423611ff94,SFO,SAN FRANCISCO ETHICS COMMISSION,SFO,2017,01/01/2017,12/31/2017,03/28/2018,Cover,"Thomas, Laura",Entertainment Commission,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Entertainment Commission,electionDate:N/A",Commissioner,Laura,,Thomas,false,,true,San Francisco,false,,false,false,false,N/A,,false,,false,,,true,,false,,1,228,cb23c746e5bd4c02b25523423611ff94,0,0,0,3,0,0,0,0
SFO-1519,170342715,07d1c86a06a64ea5b153fa773c5414f1,SFO,SAN FRANCISCO ETHICS COMMISSION,SFO,2017,01/01/2017,12/31/2017,03/28/2018,Cover,"Driscoll, Joseph",Retirement Board,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner - Trustee,filerDivisionBoardDistrict:Retirement Board,electionDate:N/A|leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Member,filerDivisionBoardDistrict:Retirement Board,electionDate:N/A",Member,Joseph,D,Driscoll,true,San Francisco,true,San Francisco,false,,false,false,false,N/A,,false,,false,,,true,,false,,1,228,07d1c86a06a64ea5b153fa773c5414f1,4,1,1,1,1,0,0,0
SFO-153705,170338897,7097a9b47ea142bc9f72317462608c44,SFO,SAN FRANCISCO ETHICS COMMISSION,SFO,2017,01/01/2017,12/31/2017,03/28/2018,Cover,"Tang, Christina",Revenue Bond Oversight Committee,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Member,filerDivisionBoardDistrict:Revenue Bond Oversight Committee,electionDate:N/A",Member,"""Christina"" Luning ",,Tang,false,,true,San Francisco,true,"Alameda, San Mateo, Santa Clara",false,false,false,N/A,,false,,false,,,true,,false,,1,228,7097a9b47ea142bc9f72317462608c44,0,0,1,0,0,0,0,0
SFO-153414,170335712,376641c3a4ea452bad76861877c7e1b0,SFO,SAN FRANCISCO ETHICS COMMISSION,SFO,2017,01/01/2017,12/31/2017,03/28/2018,Cover,"Stiker, Matthew",Film Commission,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Film Commission,electionDate:N/A",Commissioner,Matthew,,Stiker,false,,true,San Francisco,false,,false,false,false,N/A,,false,,false,,,true,,false,,1,228,376641c3a4ea452bad76861877c7e1b0,5,0,0,0,0,0,0,0
SFO-1430,170332981,e16ff0aa5ec44334808c26d8ae4d715c,SFO,SAN FRANCISCO ETHICS COMMISSION,SFO,2017,01/01/2017,12/31/2017,03/28/2018,Cover,"Moore, Kathrin","Planning Commission, Arts Commission","leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Planning Commission,electionDate:N/A","Commissioner, Commissioner (Ex Officio)",Kathrin,,Moore,false,,true,San Francisco,false,,false,false,false,N/A,,false,,false,,,true,,false,,"1,2",228,e16ff0aa5ec44334808c26d8ae4d715c,0,1,0,1,0,0,0,0
SFO-1641,170328574,1188cbbee3d54a0c8491d0e3f3d54a27,SFO,SAN FRANCISCO ETHICS COMMISSION,SFO,2017,01/01/2017,12/31/2017,03/28/2018,Cover,"Swig, Richard",Board of Appeals,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Member,filerDivisionBoardDistrict:Board of Appeals,electionDate:N/A",Member,Richard,Lewis,"Swig, Jr",true,San Francisco,true,San Francisco,false,,false,false,false,N/A,,false,,false,,,true,,false,,1,228,1188cbbee3d54a0c8491d0e3f3d54a27,0,2,1,4,0,0,0,0
SFO-153955,170326439,b17e7c9680cb44d292fd3c3dcedf437d,SFO,SAN FRANCISCO ETHICS COMMISSION,SFO,2017,01/01/2017,12/31/2017,03/28/2018,Cover,"Bermejo, Elmy",Environment Commission on the,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Environment Commission on the,electionDate:N/A",Commissioner,Elmy,Adriana,Bermejo,true,San Francisco,true,San Francisco,false,,false,false,false,N/A,,false,,false,,,true,,false,,1,228,b17e7c9680cb44d292fd3c3dcedf437d,1,0,0,0,0,0,0,0
SFO-2019,170326122,070c048531ba47418b03a8744e4d2bdd,SFO,SAN FRANCISCO ETHICS COMMISSION,SFO,2017,01/01/2017,12/31/2017,03/28/2018,Cover,"Gunn, Cynthia",Fine Arts Museums,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Trustee,filerDivisionBoardDistrict:Fine Arts Museums,electionDate:N/A",Trustee,Cynthia,,Gunn,false,,true,San Francisco,false,,false,false,false,N/A,,false,,false,,,true,,false,,1,228,070c048531ba47418b03a8744e4d2bdd,0,0,0,0,0,0,0,0
SFO-153005,170323048,52e90ad4b0554b4abe613c188bb32d12,SFO,SAN FRANCISCO ETHICS COMMISSION,SFO,2017,01/01/2017,12/31/2017,03/28/2018,Cover,"Nguyen, Dung",Golden Gate Park Concourse Authority,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Board Member ,filerDivisionBoardDistrict:Golden Gate Park Concourse Authority,electionDate:N/A|leavingDate:None,filerAgency:San Francisco Public Utilities Commission,assumingDate:None,filerPosition:Special Projects Manager,filerDivisionBoardDistrict:Infrastructure,electionDate:N/A",Board Member (Director),Dung,,Nguyen,false,,true,San Francisco,false,,false,false,false,N/A,,false,,false,,,true,,false,,1,228,52e90ad4b0554b4abe613c188bb32d12,20,1,0,3,0,0,0,0
SFO-1997,170320585,7ae26d972068447ba84a599dd6071841,SFO,SAN FRANCISCO ETHICS COMMISSION,SFO,2017,01/01/2017,12/31/2017,03/28/2018,Cover,"Matsuda, Diane",Historic Preservation Commission,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Historic Preservation Commission,electionDate:N/A",Commissioner,Diane,Miyeko,Matsuda,true,san francisco,true,San Francisco,false,,false,false,false,N/A,,false,,false,,,true,,false,,1,228,7ae26d972068447ba84a599dd6071841,0,0,0,1,0,0,0,0
SFO-152662,170318820,3fbb50a08b4e4754b167ad6136b2a29d,SFO,SAN FRANCISCO ETHICS COMMISSION,SFO,2017,01/01/2017,12/31/2017,03/28/2018,Cover,"Dwight, Mark",Small Business Commission,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Small Business Commission,electionDate:N/A",Commissioner,Mark,,Dwight,false,,true,San Francisco,false,,false,false,false,N/A,,false,,false,,,true,,false,,1,228,3fbb50a08b4e4754b167ad6136b2a29d,0,1,1,0,0,0,0,0
SFO-1678,170318182,0e6f5f6adb604a15ad2965065a0bc5f7,SFO,SAN FRANCISCO ETHICS COMMISSION,SFO,2017,01/01/2017,12/31/2017,03/28/2018,Cover,"Grgurina, John",Health Authority,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Chief Executive Officer,filerDivisionBoardDistrict:Health Authority ,electionDate:N/A",Chief Executive Officer,John,,Grgurina,false,,true,San Francisco,false,,false,false,false,N/A,,false,,false,,,true,,false,,2,228,0e6f5f6adb604a15ad2965065a0bc5f7,0,0,1,0,0,0,0,0
SFO-1064,170317501,eb8362355b114219a255ceac77537d03,SFO,SAN FRANCISCO ETHICS COMMISSION,SFO,2017,01/01/2017,12/31/2017,03/28/2018,Cover,"Morris, Jeffrey",Assessment Appeals Board,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Member,filerDivisionBoardDistrict:Assessment Appeals Board,electionDate:N/A",Member,Jeffrey,,Morris,false,,true,San Francisco,false,,false,false,false,N/A,,false,,false,,,true,,false,,1,228,eb8362355b114219a255ceac77537d03,37,0,0,0,0,0,0,0
SFO-154508,170315990,ed5c715a59b1409681cbeeee3546da0f,SFO,SAN FRANCISCO ETHICS COMMISSION,SFO,2017,10/27/2016,12/31/2017,03/28/2018,Cover,"So, Lydia",Arts Commission,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Arts Commission,electionDate:N/A",Commissioner,Lydia,,So,true,"San Francisco, CA",true,San Francisco,false,,false,false,false,N/A,,false,,false,,,true,10/27/2016,false,,2,228,ed5c715a59b1409681cbeeee3546da0f,3,1,0,2,0,0,0,0
SFO-153699,170315803,a779216181664c96832b126dcca58a72,SFO,SAN FRANCISCO ETHICS COMMISSION,SFO,2017,01/01/2017,12/31/2017,03/28/2018,Cover,"Wolf, Josh",Sunshine Ordinance Task Force,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Member,filerDivisionBoardDistrict:Sunshine Ordinance Task Force,electionDate:N/A",Member,Josh,,Wolf,false,,true,San Francisco,false,,false,false,false,N/A,,false,,false,,,true,,false,,1,228,a779216181664c96832b126dcca58a72,0,0,0,2,0,0,0,0
SFO-152883,170315456,9c43d46d03c4453d828dd82545959a31,SFO,SAN FRANCISCO ETHICS COMMISSION,SFO,2017,01/01/2017,12/31/2017,03/28/2018,Cover,"Low, Allan",Recreation & Parks Commission,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Recreation & Parks Commission,electionDate:N/A",Commissioner,Allan,Edward,Low,true,San Francisco,true,San Francisco,false,,false,false,false,N/A,,false,,false,,,true,,false,,1,228,9c43d46d03c4453d828dd82545959a31,0,0,0,1,0,0,0,0
SFO-1122,170315240,ad883b09ea8b44f281d03da7eaf0bc51,SFO,SAN FRANCISCO ETHICS COMMISSION,SFO,2017,01/01/2017,12/31/2017,03/28/2018,Cover,"Lee, Frank",Building Inspection Commission,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Member,filerDivisionBoardDistrict:Building Inspection Commission,electionDate:N/A",Member,Frank,,Lee,true,San Francisco,true,San Francisco,false,,false,false,false,N/A,,false,,false,,,true,,false,,1,228,ad883b09ea8b44f281d03da7eaf0bc51,3,1,0,2,0,0,0,0
SFO-153339,170314940,447fc5181fff4b4c8b7774ca2d9cefbb,SFO,SAN FRANCISCO ETHICS COMMISSION,SFO,2017,01/01/2017,12/31/2017,03/28/2018,Cover,"Shimmon, David",Fine Arts Museums,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Trustee,filerDivisionBoardDistrict:Fine Arts Museums,electionDate:N/A",Trustee,David,,Shimmon,false,,true,San Francisco,false,,false,false,false,N/A,,false,,false,,,true,,false,,1,228,447fc5181fff4b4c8b7774ca2d9cefbb,0,0,0,0,0,0,0,0
SFO-151516,170314637,ef00fe1e10bb43bc9d95df600a9b61b0,SFO,SAN FRANCISCO ETHICS COMMISSION,SFO,2017,01/01/2017,12/31/2017,03/28/2018,Cover,"Bustos, Miguel",Commission on Community Investment and Infrastructure,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Commission on Community Investment and Infrastructure,electionDate:N/A",Commissioner,Miguel,,Bustos,true,San Francisco,true,San Francisco,false,,false,false,false,N/A,,false,,false,,,true,,false,,1,228,ef00fe1e10bb43bc9d95df600a9b61b0,0,0,0,0,0,0,0,0
SFO-152898,170314580,a3df9ec2f2c34ce6947e51b3aeabaaec,SFO,SAN FRANCISCO ETHICS COMMISSION,SFO,2017,01/01/2017,12/31/2017,03/28/2018,Cover,"Hyland, Chris",Sunshine Ordinance Task Force,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Board Member,filerDivisionBoardDistrict:Sunshine Ordinance Task Force,electionDate:N/A|leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:vice chair,filerDivisionBoardDistrict:Sunshine Ordinance Task Force,electionDate:N/A|leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Member,filerDivisionBoardDistrict:Sunshine Ordinance Task Force,electionDate:N/A",Member,Chris,,Hyland,true,san francisco,true,San Francisco,true,CA,true,false,false,N/A,,false,,false,,,true,,false,,1,228,a3df9ec2f2c34ce6947e51b3aeabaaec,0,0,1,0,0,0,0,0
SFO-153315,170314349,db7db99869fb4bc380a5606d09366fa2,SFO,SAN FRANCISCO ETHICS COMMISSION,SFO,2017,01/01/2017,12/31/2017,03/28/2018,Cover,"McDonnell, Eric",Recreation & Parks Commission,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Recreation & Parks Commission,electionDate:N/A",Commissioner,Eric,,McDonnell,false,,true,San Francisco,false,,false,false,false,N/A,,false,,false,,,true,,false,,1,228,db7db99869fb4bc380a5606d09366fa2,0,0,0,1,0,1,0,0
SFO-151911,170314145,c8194a4fe6b14a409fa44110b93b4de0,SFO,SAN FRANCISCO ETHICS COMMISSION,SFO,2017,01/01/2017,12/31/2017,03/28/2018,Cover,"Keehn, Dorka",Arts Commission,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Arts Commission,electionDate:N/A",Commissioner,Dorka,,Keehn,false,,true,San Francisco,false,,false,false,false,N/A,,false,,false,,,true,,false,,2,228,c8194a4fe6b14a409fa44110b93b4de0,0,0,0,0,0,0,0,0
SFO-1523,170313995,68202891e4464741a75277fb28b6c2d4,SFO,SAN FRANCISCO ETHICS COMMISSION,SFO,2017,02/21/2017,12/31/2017,03/28/2018,Cover,"Casciato, Al Croce",Retirement Board,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Member,filerDivisionBoardDistrict:Retirement Board,electionDate:N/A",Member,Croce,Alexander,Casciato,false,,true,San Francisco,false,,false,false,false,N/A,,false,,false,,,true,02/21/2017,false,,1,228,68202891e4464741a75277fb28b6c2d4,1,0,0,5,0,0,0,0
SFO-2009,170313802,7729db2765124b9eab858e335e65394a,SFO,SAN FRANCISCO ETHICS COMMISSION,SFO,2017,01/01/2017,12/31/2017,03/28/2018,Cover,"Moran, Anson",Public Utilities Commission,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Public Utilities Commission,electionDate:N/A|leavingDate:None,filerAgency:San Joaquin Tributary Association,assumingDate:None,filerPosition:Board Member,filerDivisionBoardDistrict:None,electionDate:N/A",Commissioner,Anson,B.,Moran,false,,true,San Francisco,false,,false,false,false,N/A,,false,,false,,,true,,false,,1,228,7729db2765124b9eab858e335e65394a,74,1,0,0,0,0,0,0
SFO-152064,170313724,d1d02c0627bb4406b4d7e243ae98a34d,SFO,SAN FRANCISCO ETHICS COMMISSION,SFO,2017,01/01/2017,12/31/2017,03/28/2018,Cover,"Lewis, Joyce",Assessment Appeals Board,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Alternate Board Member,filerDivisionBoardDistrict:Assessment Appeals Board,electionDate:N/A",Alternate Board Member,Joyce,,Lewis,true,San Francisco,true,San Francisco,true,San Francisco,true,false,false,N/A,,false,,false,,,true,,false,,1,228,d1d02c0627bb4406b4d7e243ae98a34d,0,0,1,0,0,0,0,0
SFO-1494,170306223,17cb2b8c94314e1a9312e7f5c52dae36,SFO,SAN FRANCISCO ETHICS COMMISSION,SFO,2017,01/01/2017,12/31/2017,03/27/2018,Cover,"Bonilla, Gloria",Recreation & Parks Commission,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Recreation & Parks Commission,electionDate:N/A",Commissioner,Gloria,,Bonilla,true,San Francisco,true,San Francisco,false,,false,false,false,N/A,,false,,false,,,true,,false,,1,228,17cb2b8c94314e1a9312e7f5c52dae36,0,0,0,2,0,0,0,0
SFO-151524,170302268,fab4743fc79c4f09a5992bf4dc7510a5,SFO,City and County of San Francisco,SFO,2018,03/01/2017,02/28/2018,03/27/2018,Cover,"Miller, Nancy",Local Agency Formation Commission,"leavingDate:2018-02-28T00:00:00.0000000-08:00,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Interim Director,filerDivisionBoardDistrict:Local Agency Formation Commission,electionDate:N/A",Interim Director,Nancy,C,Miller,false,,true,San Francisco,false,,false,false,false,N/A,,false,,true,,02/28/2018,false,,false,,1,228,fab4743fc79c4f09a5992bf4dc7510a5,4,1,1,2,0,0,0,0
SFO-1063,170301789,a163437bd7144e77bcc891f1e5a9bc86,SFO,SAN FRANCISCO ETHICS COMMISSION,SFO,2017,01/01/2017,12/31/2017,03/27/2018,Cover,"Mendoza, Louisa",Assessment Appeals Board,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Member,filerDivisionBoardDistrict:Assessment Appeals Board,electionDate:N/A",Member,Louisa,,Mendoza,true,San Francisco,false,,false,,true,false,false,N/A,,false,,false,,,true,,false,,1,228,a163437bd7144e77bcc891f1e5a9bc86,1,0,2,1,0,0,0,0
SFO-153351,170292867,77816d962dfb458abee530533a3aa46a,SFO,City and County of San Francisco,SFO,2018,01/01/2017,02/27/2018,03/27/2018,Cover,"Keane, Peter",Ethics Commission,"leavingDate:2018-02-27T00:00:00.0000000-08:00,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Ethics Commission,electionDate:N/A",Commissioner,Peter,G.,Keane,false,,true,San Francisco,false,,false,false,false,N/A,,false,,true,,02/27/2018,true,,false,,1,228,77816d962dfb458abee530533a3aa46a,0,0,0,0,0,0,0,0
SFO-153045,170289955,98d7618c4a6f48dbac422f8b02dee067,SFO,SAN FRANCISCO ETHICS COMMISSION,SFO,2017,01/01/2017,12/31/2017,03/27/2018,Cover,"Foo, Virginia",Asian Art Museum,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Asian Art Museum,electionDate:N/A",Commissioner,Virginia,,Foo,false,,true,San Francisco,false,,false,false,false,N/A,,false,,false,,,true,,false,,2,228,98d7618c4a6f48dbac422f8b02dee067,0,0,0,0,0,0,0,0
SFO-154127,170288838,f4049b38babf4d9fbb7cd66fa1a3b072,SFO,SAN FRANCISCO ETHICS COMMISSION,SFO,2017,01/01/2017,12/31/2017,03/27/2018,Cover,"Matull, Mollie",Children Youth and Their Families Oversight and Advisory Committee,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Member,filerDivisionBoardDistrict:Children Youth and Their Families Oversight and Advisory Committee,electionDate:N/A",Member,Mollie,,Matull,true,San Francisco,true,San Francisco,true,California,true,false,false,N/A,,false,,false,,,true,,false,,1,228,f4049b38babf4d9fbb7cd66fa1a3b072,0,0,0,1,0,0,0,0
SFO-153814,170287448,5d31f0fcebb7469e9463d16c260b21df,SFO,SAN FRANCISCO ETHICS COMMISSION,SFO,2017,01/01/2017,12/31/2017,03/27/2018,Cover,"Hinze, Fiona",Sunshine Ordinance Task Force,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Member,filerDivisionBoardDistrict:Sunshine Ordinance Task Force,electionDate:N/A",Member,Fiona,Chan,Hinze,true,San Francisco,true,San Francisco,false,,false,false,false,N/A,,false,,false,,,true,,false,,1,228,5d31f0fcebb7469e9463d16c260b21df,0,0,0,1,0,0,0,0
SFO-152808,170282876,9563881dad254e91b1094c3839c217f7,SFO,SAN FRANCISCO ETHICS COMMISSION,SFO,2017,01/01/2017,12/31/2017,03/27/2018,Cover,"Huish, Jay",Retirement System,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Executive Director,filerDivisionBoardDistrict:Retirement System,electionDate:N/A",Executive Director,Jay,,Huish,false,,true,San Francisco,false,,false,false,false,N/A,,false,,false,,,true,,false,,1,228,9563881dad254e91b1094c3839c217f7,0,0,0,1,0,0,0,0
SFO-1485,170282600,a892dab7bd314a64880c3f0fdd23b5f1,SFO,SAN FRANCISCO ETHICS COMMISSION,SFO,2017,01/01/2017,12/31/2017,03/27/2018,Cover,"Ash, Howard",Rate Fairness Board,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Board Member,filerDivisionBoardDistrict:Rate Fairness Board,electionDate:N/A",Board Member,Howard,,Ash,true,San Francisco,true,San Francisco,false,,false,false,false,N/A,,false,,false,,,true,,false,,1,228,a892dab7bd314a64880c3f0fdd23b5f1,0,0,0,1,0,0,0,0
SFO-152783,170257752,3ba615c82912492e8efc38aaa4eb79ac,SFO,SAN FRANCISCO ETHICS COMMISSION,SFO,2017,01/01/2017,12/31/2017,03/27/2018,Cover,"Brooks, William",Asian Art Museum,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Asian Art Museum,electionDate:N/A",Commissioner,William,Mathews,Brooks,true,San Francisco,true,San Francisco,false,,false,false,false,N/A,,false,,false,,,true,,false,,2,228,3ba615c82912492e8efc38aaa4eb79ac,0,0,0,0,0,0,0,0
SFO-153879,170243784,f2216c52fc244249a9e1d505d44245d2,SFO,SAN FRANCISCO ETHICS COMMISSION,SFO,2017,01/01/2017,12/31/2017,03/27/2018,Cover,"Reynolds, James",Assessment Appeals Board,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Member,filerDivisionBoardDistrict:Assessment Appeals Board,electionDate:N/A",Member,James,,Reynolds,false,,true,San Francisco,false,,false,false,false,N/A,,false,,false,,,true,,false,,1,228,f2216c52fc244249a9e1d505d44245d2,2,0,1,0,0,0,0,0
SFO-1855,170243264,caf38b6994584af09704510c214227bf,SFO,SAN FRANCISCO ETHICS COMMISSION,SFO,2017,01/01/2017,12/31/2017,03/27/2018,Cover,"Borden, Gwyneth",Municipal Transportation Agency,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Member,filerDivisionBoardDistrict:Municipal Transportation Agency,electionDate:N/A",Member,Gwyneth,Juanita,Borden,true,San Francisco,true,San Francisco,false,,false,false,false,N/A,,false,,false,,,true,,false,,1,228,caf38b6994584af09704510c214227bf,0,0,0,1,0,0,0,0
SFO-152797,170242207,365abdc2646b4220a62b815c29ee8fab,SFO,SAN FRANCISCO ETHICS COMMISSION,SFO,2017,01/01/2017,12/31/2017,03/27/2018,Cover,"Lee, Steven",Entertainment Commission,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Entertainment Commission,electionDate:N/A",Commissioner,Steven,Bryan,Lee,true,San Franicisco,true,San Francisco,false,,false,false,false,N/A,,false,,false,,,true,,false,,1,228,365abdc2646b4220a62b815c29ee8fab,28,2,0,3,0,0,0,2
SFO-154195,170240838,70343913e36b4e5391557bdccfccde65,SFO,SAN FRANCISCO ETHICS COMMISSION,SFO,2017,01/01/2017,12/31/2017,03/27/2018,Cover,"Malawa, Zea",Children & Families First Commission,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Children & Families First Commission,electionDate:N/A",Commissioner,Zea,,Malawa,false,,true,San Francisco,false,,false,false,false,N/A,,false,,false,,,true,,false,,1,228,70343913e36b4e5391557bdccfccde65,0,0,0,0,0,0,0,0
SFO-151812,170239622,f49a15e46886455dad13e1771715dd3d,SFO,SAN FRANCISCO ETHICS COMMISSION,SFO,2017,01/01/2017,12/31/2017,03/27/2018,Cover,"Gascon, George",District Attorney Office of the,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:District Attorney,filerDivisionBoardDistrict:District Attorney Office of the,electionDate:N/A",District Attorney,George,,Gascon,false,,true,San Francisco,false,,false,false,false,N/A,,false,,false,,,true,,false,,1,228,f49a15e46886455dad13e1771715dd3d,0,2,0,0,0,0,7,0
SFO-2007,170239172,dc44200e539a48c0b73a6254d88fb0b1,SFO,SAN FRANCISCO ETHICS COMMISSION,SFO,2017,01/01/2017,12/31/2017,03/27/2018,Cover,"Wolfram, Andrew",Historic Preservation Commission,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Historic Preservation Commission,electionDate:N/A",Commissioner,Andrew,,Wolfram,true,San Francisco,true,San Francisco,false,,false,false,false,N/A,,false,,false,,,true,,false,,1,228,dc44200e539a48c0b73a6254d88fb0b1,70,0,0,4,0,0,0,0
