Filer Name,Department Name,Position Name,Offices,Period Start,Period End,Filing Date,Filer,Filing,Id,Transaction Type,Name Of Business Entity,Business Description,Fair Market Value,Fair Market Value As Range,Nature Of Investment,Nature Of Investment Other Description,Partnership Amount,Partnership Amount As Range,Date Acquired,Date Disposed
"Moran, Anson",Public Utilities Commission,Commissioner,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Public Utilities Commission,electionDate:None|leavingDate:None,filerAgency:San Joaquin River Group Authority,assumingDate:None,filerPosition:Board Member,filerDivisionBoardDistrict:Board,electionDate:None|leavingDate:None,filerAgency:San Joaquin Tributary Authority,assumingDate:None,filerPosition:Baord Member,filerDivisionBoardDistrict:Board,electionDate:None",01/01/2013,12/31/2013,03/10/2014,SFO-2009,150175839,8687a377db524c9da8089f3d59e0dbba,ScheduleA1,Fannie Mae,Mortgage Insurance,10000.00,"$10,001 - $100,000",Stock,,0.00,Unset,,
"Moran, Anson",Public Utilities Commission,Commissioner,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Public Utilities Commission,electionDate:None|leavingDate:None,filerAgency:San Joaquin River Group Authority,assumingDate:None,filerPosition:Board Member,filerDivisionBoardDistrict:Board,electionDate:None|leavingDate:None,filerAgency:San Joaquin Tributary Authority,assumingDate:None,filerPosition:Baord Member,filerDivisionBoardDistrict:Board,electionDate:None",01/01/2013,12/31/2013,03/10/2014,SFO-2009,150175839,ea0f7f0e696a496aaec0330280991895,ScheduleA1,General Electric,Diversified Machinery,10000.00,"$10,001 - $100,000",Stock,,0.00,Unset,,
"Moran, Anson",Public Utilities Commission,Commissioner,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Public Utilities Commission,electionDate:None|leavingDate:None,filerAgency:San Joaquin River Group Authority,assumingDate:None,filerPosition:Board Member,filerDivisionBoardDistrict:Board,electionDate:None|leavingDate:None,filerAgency:San Joaquin Tributary Authority,assumingDate:None,filerPosition:Baord Member,filerDivisionBoardDistrict:Board,electionDate:None",01/01/2013,12/31/2013,03/10/2014,SFO-2009,150175839,9ab6d9b4139f42e38fd439ed59980da2,ScheduleA1,Google,Internet Information Providers,10000.00,"$10,001 - $100,000",Stock,,0.00,Unset,,
"Moran, Anson",Public Utilities Commission,Commissioner,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Public Utilities Commission,electionDate:None|leavingDate:None,filerAgency:San Joaquin River Group Authority,assumingDate:None,filerPosition:Board Member,filerDivisionBoardDistrict:Board,electionDate:None|leavingDate:None,filerAgency:San Joaquin Tributary Authority,assumingDate:None,filerPosition:Baord Member,filerDivisionBoardDistrict:Board,electionDate:None",01/01/2013,12/31/2013,03/10/2014,SFO-2009,150175839,122d90499d6f45a5986e727ce6c9c1b5,ScheduleA1,Intel Corp,Semiconductors,10000.00,"$10,001 - $100,000",Stock,,0.00,Unset,,
"Moran, Anson",Public Utilities Commission,Commissioner,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Public Utilities Commission,electionDate:None|leavingDate:None,filerAgency:San Joaquin River Group Authority,assumingDate:None,filerPosition:Board Member,filerDivisionBoardDistrict:Board,electionDate:None|leavingDate:None,filerAgency:San Joaquin Tributary Authority,assumingDate:None,filerPosition:Baord Member,filerDivisionBoardDistrict:Board,electionDate:None",01/01/2013,12/31/2013,03/10/2014,SFO-2009,150175839,21d04eb46e75496d84993ee24f84703e,ScheduleA1,Merrill Lynch,Banking,10000.00,"$10,001 - $100,000",Other,Bond,0.00,Unset,05/28/2013,
"Moran, Anson",Public Utilities Commission,Commissioner,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Public Utilities Commission,electionDate:None|leavingDate:None,filerAgency:San Joaquin River Group Authority,assumingDate:None,filerPosition:Board Member,filerDivisionBoardDistrict:Board,electionDate:None|leavingDate:None,filerAgency:San Joaquin Tributary Authority,assumingDate:None,filerPosition:Baord Member,filerDivisionBoardDistrict:Board,electionDate:None",01/01/2013,12/31/2013,03/10/2014,SFO-2009,150175839,a487e02d2c6f4c249e8d6d2bb3f465ad,ScheduleA1,Occidental Petroleum,Independent Oil & Gas,10000.00,"$10,001 - $100,000",Stock,,0.00,Unset,,
"Schnair, Abby",Arts Commission,Commissioner,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Arts Commission,electionDate:None",01/01/2013,12/31/2013,03/20/2014,SFO-153140,150461607,81482d7ed90147e38ea0d50de9b4ec15,ScheduleA1,Williams Sonoma Co,Consumer goods,10000.00,"$10,001 - $100,000",Stock,,0.00,Unset,01/18/2013,
"Moran, Anson",Public Utilities Commission,Commissioner,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Public Utilities Commission,electionDate:None|leavingDate:None,filerAgency:San Joaquin River Group Authority,assumingDate:None,filerPosition:Board Member,filerDivisionBoardDistrict:Board,electionDate:None|leavingDate:None,filerAgency:San Joaquin Tributary Authority,assumingDate:None,filerPosition:Baord Member,filerDivisionBoardDistrict:Board,electionDate:None",01/01/2013,12/31/2013,03/10/2014,SFO-2009,150175839,32ef78b90e1b479dbf1235e38a44b844,ScheduleA1,Reality Income Corp,Real Estate Investment,10000.00,"$10,001 - $100,000",Stock,,0.00,Unset,,
"Moran, Anson",Public Utilities Commission,Commissioner,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Public Utilities Commission,electionDate:None|leavingDate:None,filerAgency:San Joaquin River Group Authority,assumingDate:None,filerPosition:Board Member,filerDivisionBoardDistrict:Board,electionDate:None|leavingDate:None,filerAgency:San Joaquin Tributary Authority,assumingDate:None,filerPosition:Baord Member,filerDivisionBoardDistrict:Board,electionDate:None",01/01/2013,12/31/2013,03/10/2014,SFO-2009,150175839,825babf60eb640118ec46ae0cfed0b14,ScheduleA1,SPDR Trust,Investment Services,100000.00,"$100,001 - $1,000,000",Stock,,0.00,Unset,,
"Moran, Anson",Public Utilities Commission,Commissioner,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Public Utilities Commission,electionDate:None|leavingDate:None,filerAgency:San Joaquin River Group Authority,assumingDate:None,filerPosition:Board Member,filerDivisionBoardDistrict:Board,electionDate:None|leavingDate:None,filerAgency:San Joaquin Tributary Authority,assumingDate:None,filerPosition:Baord Member,filerDivisionBoardDistrict:Board,electionDate:None",01/01/2013,12/31/2013,03/10/2014,SFO-2009,150175839,2cf97fdd96954406a5664e3124e921e1,ScheduleA1,Schlumberger LTD,Oilfield Services,10000.00,"$10,001 - $100,000",Stock,,0.00,Unset,,
"Moran, Anson",Public Utilities Commission,Commissioner,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Public Utilities Commission,electionDate:None|leavingDate:None,filerAgency:San Joaquin River Group Authority,assumingDate:None,filerPosition:Board Member,filerDivisionBoardDistrict:Board,electionDate:None|leavingDate:None,filerAgency:San Joaquin Tributary Authority,assumingDate:None,filerPosition:Baord Member,filerDivisionBoardDistrict:Board,electionDate:None",01/01/2013,12/31/2013,03/10/2014,SFO-2009,150175839,a5338e44659d4957a4b56ee1136abae9,ScheduleA1,Texas Capital Bank,Bank,2000.00,"$2,000 - $10,000",Stock,,0.00,Unset,,
"Moran, Anson",Public Utilities Commission,Commissioner,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Public Utilities Commission,electionDate:None|leavingDate:None,filerAgency:San Joaquin River Group Authority,assumingDate:None,filerPosition:Board Member,filerDivisionBoardDistrict:Board,electionDate:None|leavingDate:None,filerAgency:San Joaquin Tributary Authority,assumingDate:None,filerPosition:Baord Member,filerDivisionBoardDistrict:Board,electionDate:None",01/01/2013,12/31/2013,03/10/2014,SFO-2009,150175839,963b59d4cb2742adb0eeb2f07cae0425,ScheduleA1,Verizon,Telecommunication Services,10000.00,"$10,001 - $100,000",Stock,,0.00,Unset,,
"Moran, Anson",Public Utilities Commission,Commissioner,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Public Utilities Commission,electionDate:None|leavingDate:None,filerAgency:San Joaquin River Group Authority,assumingDate:None,filerPosition:Board Member,filerDivisionBoardDistrict:Board,electionDate:None|leavingDate:None,filerAgency:San Joaquin Tributary Authority,assumingDate:None,filerPosition:Baord Member,filerDivisionBoardDistrict:Board,electionDate:None",01/01/2013,12/31/2013,03/10/2014,SFO-2009,150175839,0ff0f54d0c6b426084bb6ce0b7c95910,ScheduleA1,Walgreens,Drug Stores,10000.00,"$10,001 - $100,000",Stock,,0.00,Unset,,
"Moran, Anson",Public Utilities Commission,Commissioner,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Public Utilities Commission,electionDate:None|leavingDate:None,filerAgency:San Joaquin River Group Authority,assumingDate:None,filerPosition:Board Member,filerDivisionBoardDistrict:Board,electionDate:None|leavingDate:None,filerAgency:San Joaquin Tributary Authority,assumingDate:None,filerPosition:Baord Member,filerDivisionBoardDistrict:Board,electionDate:None",01/01/2013,12/31/2013,03/10/2014,SFO-2009,150175839,c475551e604b47ee8eee8fbb080c6662,ScheduleA1,AT&T,US Telecom,10000.00,"$10,001 - $100,000",Stock,,0.00,Unset,,
"Moran, Anson",Public Utilities Commission,Commissioner,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Public Utilities Commission,electionDate:None|leavingDate:None,filerAgency:San Joaquin River Group Authority,assumingDate:None,filerPosition:Board Member,filerDivisionBoardDistrict:Board,electionDate:None|leavingDate:None,filerAgency:San Joaquin Tributary Authority,assumingDate:None,filerPosition:Baord Member,filerDivisionBoardDistrict:Board,electionDate:None",01/01/2013,12/31/2013,03/10/2014,SFO-2009,150175839,9eb7243a01894744bd95782b789ff402,ScheduleA1,Archer-Daniels-Midland Co,Farm Products,10000.00,"$10,001 - $100,000",Stock,,0.00,Unset,,
"Moran, Anson",Public Utilities Commission,Commissioner,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Public Utilities Commission,electionDate:None|leavingDate:None,filerAgency:San Joaquin River Group Authority,assumingDate:None,filerPosition:Board Member,filerDivisionBoardDistrict:Board,electionDate:None|leavingDate:None,filerAgency:San Joaquin Tributary Authority,assumingDate:None,filerPosition:Baord Member,filerDivisionBoardDistrict:Board,electionDate:None",01/01/2013,12/31/2013,03/10/2014,SFO-2009,150175839,6697587a8e8e46558bf1999d974a915f,ScheduleA1,Conoco Phillips,Oil & Gas Exploration and Drilling,10000.00,"$10,001 - $100,000",Stock,,0.00,Unset,,
"Schnair, Abby",Arts Commission,Commissioner,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Arts Commission,electionDate:None",01/01/2013,12/31/2013,03/20/2014,SFO-153140,150461607,5279f488af5847098b198d50465f99db,ScheduleA1,CostCo Wholesale Corp,Retail,10000.00,"$10,001 - $100,000",Stock,,0.00,Unset,06/25/2007,
"Moran, Anson",Public Utilities Commission,Commissioner,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Public Utilities Commission,electionDate:None|leavingDate:None,filerAgency:San Joaquin River Group Authority,assumingDate:None,filerPosition:Board Member,filerDivisionBoardDistrict:Board,electionDate:None|leavingDate:None,filerAgency:San Joaquin Tributary Authority,assumingDate:None,filerPosition:Baord Member,filerDivisionBoardDistrict:Board,electionDate:None",01/01/2013,12/31/2013,03/10/2014,SFO-2009,150175839,e4dbf767ad9b4a43bb9cb5acafe6be9f,ScheduleA1,ING Group,Insurance,2000.00,"$2,000 - $10,000",Stock,,0.00,Unset,05/28/2013,
"Moran, Anson",Public Utilities Commission,Commissioner,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Public Utilities Commission,electionDate:None|leavingDate:None,filerAgency:San Joaquin River Group Authority,assumingDate:None,filerPosition:Board Member,filerDivisionBoardDistrict:Board,electionDate:None|leavingDate:None,filerAgency:San Joaquin Tributary Authority,assumingDate:None,filerPosition:Baord Member,filerDivisionBoardDistrict:Board,electionDate:None",01/01/2013,12/31/2013,03/10/2014,SFO-2009,150175839,f91245ef071f4352a9351a1ca4a31872,ScheduleA1,Proctor & Gamble,Personal Products,10000.00,"$10,001 - $100,000",Stock,,0.00,Unset,,
"Moran, Anson",Public Utilities Commission,Commissioner,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Public Utilities Commission,electionDate:None|leavingDate:None,filerAgency:San Joaquin River Group Authority,assumingDate:None,filerPosition:Board Member,filerDivisionBoardDistrict:Board,electionDate:None|leavingDate:None,filerAgency:San Joaquin Tributary Authority,assumingDate:None,filerPosition:Baord Member,filerDivisionBoardDistrict:Board,electionDate:None",01/01/2013,12/31/2013,03/10/2014,SFO-2009,150175839,41c61e8fd6fc45bfafb6288ed9513eee,ScheduleA1,Protective Life,Life Insurance,2000.00,"$2,000 - $10,000",Stock,,0.00,Unset,,
"Moran, Anson",Public Utilities Commission,Commissioner,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Public Utilities Commission,electionDate:None|leavingDate:None,filerAgency:San Joaquin River Group Authority,assumingDate:None,filerPosition:Board Member,filerDivisionBoardDistrict:Board,electionDate:None|leavingDate:None,filerAgency:San Joaquin Tributary Authority,assumingDate:None,filerPosition:Baord Member,filerDivisionBoardDistrict:Board,electionDate:None",01/01/2013,12/31/2013,03/10/2014,SFO-2009,150175839,d0f0496183e94886aaf3e8991840472c,ScheduleA1,Southwestern Energy,Independent Oil & Gas,10000.00,"$10,001 - $100,000",Stock,,0.00,Unset,,
"Moran, Anson",Public Utilities Commission,Commissioner,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Public Utilities Commission,electionDate:None|leavingDate:None,filerAgency:San Joaquin River Group Authority,assumingDate:None,filerPosition:Board Member,filerDivisionBoardDistrict:Board,electionDate:None|leavingDate:None,filerAgency:San Joaquin Tributary Authority,assumingDate:None,filerPosition:Baord Member,filerDivisionBoardDistrict:Board,electionDate:None",01/01/2013,12/31/2013,03/10/2014,SFO-2009,150175839,26d716a02b3446af9a4e24b93a87ed4b,ScheduleA1,Telephone Data,Telecommunications,10000.00,"$10,001 - $100,000",Stock,,0.00,Unset,,
"Moran, Anson",Public Utilities Commission,Commissioner,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Public Utilities Commission,electionDate:None|leavingDate:None,filerAgency:San Joaquin River Group Authority,assumingDate:None,filerPosition:Board Member,filerDivisionBoardDistrict:Board,electionDate:None|leavingDate:None,filerAgency:San Joaquin Tributary Authority,assumingDate:None,filerPosition:Baord Member,filerDivisionBoardDistrict:Board,electionDate:None",01/01/2013,12/31/2013,03/10/2014,SFO-2009,150175839,3c6e05e7be40461fa1e05328d9858309,ScheduleA1,Travelers Companies,Insurance,10000.00,"$10,001 - $100,000",Stock,,0.00,Unset,,
"Moran, Anson",Public Utilities Commission,Commissioner,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Public Utilities Commission,electionDate:None|leavingDate:None,filerAgency:San Joaquin River Group Authority,assumingDate:None,filerPosition:Board Member,filerDivisionBoardDistrict:Board,electionDate:None|leavingDate:None,filerAgency:San Joaquin Tributary Authority,assumingDate:None,filerPosition:Baord Member,filerDivisionBoardDistrict:Board,electionDate:None",01/01/2013,12/31/2013,03/10/2014,SFO-2009,150175839,c36adc8c094e472d812e4adfa0742083,ScheduleA1,Wells Fargo,Money Center Bank,2000.00,"$2,000 - $10,000",Stock,,0.00,Unset,,
"Moran, Anson",Public Utilities Commission,Commissioner,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Public Utilities Commission,electionDate:None|leavingDate:None,filerAgency:San Joaquin River Group Authority,assumingDate:None,filerPosition:Board Member,filerDivisionBoardDistrict:Board,electionDate:None|leavingDate:None,filerAgency:San Joaquin Tributary Authority,assumingDate:None,filerPosition:Baord Member,filerDivisionBoardDistrict:Board,electionDate:None",01/01/2013,12/31/2013,03/10/2014,SFO-2009,150175839,ae07666d04a8403e946a4030661381e9,ScheduleA1,Abbvie Inc,Large Cap Stocks,2000.00,"$2,000 - $10,000",Stock,,0.00,Unset,12/31/2012,05/28/2013
"Moran, Anson",Public Utilities Commission,Commissioner,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Public Utilities Commission,electionDate:None|leavingDate:None,filerAgency:San Joaquin River Group Authority,assumingDate:None,filerPosition:Board Member,filerDivisionBoardDistrict:Board,electionDate:None|leavingDate:None,filerAgency:San Joaquin Tributary Authority,assumingDate:None,filerPosition:Baord Member,filerDivisionBoardDistrict:Board,electionDate:None",01/01/2013,12/31/2013,03/10/2014,SFO-2009,150175839,ef7a25de756048aebd684960bd7aff9d,ScheduleA1,Apple,Consumer electronics,10000.00,"$10,001 - $100,000",Stock,,0.00,Unset,,
"Schnair, Abby",Arts Commission,Commissioner,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Arts Commission,electionDate:None",01/01/2013,12/31/2013,03/20/2014,SFO-153140,150461607,4ff2bcbc70294f0c9cad97a3de102ba5,ScheduleA1,Wells Fargo & Co,Bank,10000.00,"$10,001 - $100,000",Stock,,0.00,Unset,05/16/2011,
"Moran, Anson",Public Utilities Commission,Commissioner,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Public Utilities Commission,electionDate:None|leavingDate:None,filerAgency:San Joaquin River Group Authority,assumingDate:None,filerPosition:Board Member,filerDivisionBoardDistrict:Board,electionDate:None|leavingDate:None,filerAgency:San Joaquin Tributary Authority,assumingDate:None,filerPosition:Baord Member,filerDivisionBoardDistrict:Board,electionDate:None",01/01/2013,12/31/2013,03/10/2014,SFO-2009,150175839,b3e22097fb6c433e96e0dee447408976,ScheduleA1,California State,General Government,10000.00,"$10,001 - $100,000",Other,Bond,0.00,Unset,,
"Moran, Anson",Public Utilities Commission,Commissioner,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Public Utilities Commission,electionDate:None|leavingDate:None,filerAgency:San Joaquin River Group Authority,assumingDate:None,filerPosition:Board Member,filerDivisionBoardDistrict:Board,electionDate:None|leavingDate:None,filerAgency:San Joaquin Tributary Authority,assumingDate:None,filerPosition:Baord Member,filerDivisionBoardDistrict:Board,electionDate:None",01/01/2013,12/31/2013,03/10/2014,SFO-2009,150175839,1920602f46384804896bfdb73f781fbb,ScheduleA1,Freeport McMoran Copper,Copper,2000.00,"$2,000 - $10,000",Stock,,0.00,Unset,,
"Moran, Anson",Public Utilities Commission,Commissioner,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Public Utilities Commission,electionDate:None|leavingDate:None,filerAgency:San Joaquin River Group Authority,assumingDate:None,filerPosition:Board Member,filerDivisionBoardDistrict:Board,electionDate:None|leavingDate:None,filerAgency:San Joaquin Tributary Authority,assumingDate:None,filerPosition:Baord Member,filerDivisionBoardDistrict:Board,electionDate:None",01/01/2013,12/31/2013,03/10/2014,SFO-2009,150175839,6870d2411cca45d7a631d26b103a0c7f,ScheduleA1,Genuine Parts Co,Auto Parts,10000.00,"$10,001 - $100,000",Stock,,0.00,Unset,,
"Moran, Anson",Public Utilities Commission,Commissioner,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Public Utilities Commission,electionDate:None|leavingDate:None,filerAgency:San Joaquin River Group Authority,assumingDate:None,filerPosition:Board Member,filerDivisionBoardDistrict:Board,electionDate:None|leavingDate:None,filerAgency:San Joaquin Tributary Authority,assumingDate:None,filerPosition:Baord Member,filerDivisionBoardDistrict:Board,electionDate:None",01/01/2013,12/31/2013,03/10/2014,SFO-2009,150175839,b603847515aa4d69b03d968b024e1430,ScheduleA1,HCP Inc. REIT,Real Estate Investment,10000.00,"$10,001 - $100,000",Stock,,0.00,Unset,,
"Moran, Anson",Public Utilities Commission,Commissioner,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Public Utilities Commission,electionDate:None|leavingDate:None,filerAgency:San Joaquin River Group Authority,assumingDate:None,filerPosition:Board Member,filerDivisionBoardDistrict:Board,electionDate:None|leavingDate:None,filerAgency:San Joaquin Tributary Authority,assumingDate:None,filerPosition:Baord Member,filerDivisionBoardDistrict:Board,electionDate:None",01/01/2013,12/31/2013,03/10/2014,SFO-2009,150175839,cc4a5ec517f9433680e4e77f67f3211c,ScheduleA1,IBM,Information Processing Equipment,10000.00,"$10,001 - $100,000",Other,Bond,0.00,Unset,,
"Moran, Anson",Public Utilities Commission,Commissioner,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Public Utilities Commission,electionDate:None|leavingDate:None,filerAgency:San Joaquin River Group Authority,assumingDate:None,filerPosition:Board Member,filerDivisionBoardDistrict:Board,electionDate:None|leavingDate:None,filerAgency:San Joaquin Tributary Authority,assumingDate:None,filerPosition:Baord Member,filerDivisionBoardDistrict:Board,electionDate:None",01/01/2013,12/31/2013,03/10/2014,SFO-2009,150175839,8e9aec1b6641462aa17eda555d06343e,ScheduleA1,KKR Financial Holdings,Financial Investments,2000.00,"$2,000 - $10,000",Stock,,0.00,Unset,04/30/2013,
"Moran, Anson",Public Utilities Commission,Commissioner,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Public Utilities Commission,electionDate:None|leavingDate:None,filerAgency:San Joaquin River Group Authority,assumingDate:None,filerPosition:Board Member,filerDivisionBoardDistrict:Board,electionDate:None|leavingDate:None,filerAgency:San Joaquin Tributary Authority,assumingDate:None,filerPosition:Baord Member,filerDivisionBoardDistrict:Board,electionDate:None",01/01/2013,12/31/2013,03/10/2014,SFO-2009,150175839,f29aae654f0346d0a74d08c58b9c00e1,ScheduleA1,Newmont Mining,Gold,2000.00,"$2,000 - $10,000",Stock,,0.00,Unset,,
"Moran, Anson",Public Utilities Commission,Commissioner,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Public Utilities Commission,electionDate:None|leavingDate:None,filerAgency:San Joaquin River Group Authority,assumingDate:None,filerPosition:Board Member,filerDivisionBoardDistrict:Board,electionDate:None|leavingDate:None,filerAgency:San Joaquin Tributary Authority,assumingDate:None,filerPosition:Baord Member,filerDivisionBoardDistrict:Board,electionDate:None",01/01/2013,12/31/2013,03/10/2014,SFO-2009,150175839,d3c541ac6898466092934291e6f0b78c,ScheduleA1,Pebblebrook Hotel,Vacation Properties,10000.00,"$10,001 - $100,000",Stock,,0.00,Unset,11/21/2013,
"Moran, Anson",Public Utilities Commission,Commissioner,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Public Utilities Commission,electionDate:None|leavingDate:None,filerAgency:San Joaquin River Group Authority,assumingDate:None,filerPosition:Board Member,filerDivisionBoardDistrict:Board,electionDate:None|leavingDate:None,filerAgency:San Joaquin Tributary Authority,assumingDate:None,filerPosition:Baord Member,filerDivisionBoardDistrict:Board,electionDate:None",01/01/2013,12/31/2013,03/10/2014,SFO-2009,150175839,87f00e37ceb9479f9f50a7b81cf7bff2,ScheduleA1,Summit Hotel Properties,Hotel Properties,2000.00,"$2,000 - $10,000",Stock,,0.00,Unset,04/30/2013,
"Schnair, Abby",Arts Commission,Commissioner,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Arts Commission,electionDate:None",01/01/2013,12/31/2013,03/20/2014,SFO-153140,150461607,c4ee9e20661e4e809278529ddc6f18d3,ScheduleA1,Comcast Corp,Telecommunications,10000.00,"$10,001 - $100,000",Stock,,0.00,Unset,03/02/2012,
"Moran, Anson",Public Utilities Commission,Commissioner,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Public Utilities Commission,electionDate:None|leavingDate:None,filerAgency:San Joaquin River Group Authority,assumingDate:None,filerPosition:Board Member,filerDivisionBoardDistrict:Board,electionDate:None|leavingDate:None,filerAgency:San Joaquin Tributary Authority,assumingDate:None,filerPosition:Baord Member,filerDivisionBoardDistrict:Board,electionDate:None",01/01/2013,12/31/2013,03/10/2014,SFO-2009,150175839,82afad924b5f469795393917550ea045,ScheduleA1,Vornado Realty Trust,Real Estate Investments,10000.00,"$10,001 - $100,000",Stock,,0.00,Unset,,
"Moran, Anson",Public Utilities Commission,Commissioner,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Public Utilities Commission,electionDate:None|leavingDate:None,filerAgency:San Joaquin River Group Authority,assumingDate:None,filerPosition:Board Member,filerDivisionBoardDistrict:Board,electionDate:None|leavingDate:None,filerAgency:San Joaquin Tributary Authority,assumingDate:None,filerPosition:Baord Member,filerDivisionBoardDistrict:Board,electionDate:None",01/01/2013,12/31/2013,03/10/2014,SFO-2009,150175839,f61a42dc0eb048ddaa9d46265102eb3b,ScheduleA1,Wal-Mart,Discount Stores,10000.00,"$10,001 - $100,000",Other,Bond,0.00,Unset,,
"Moran, Anson",Public Utilities Commission,Commissioner,"leavingDate:None,filerAgency:City and County of San Francisco,assumingDate:None,filerPosition:Commissioner,filerDivisionBoardDistrict:Public Utilities Commission,electionDate:None|leavingDate:None,filerAgency:San Joaquin River Group Authority,assumingDate:None,filerPosition:Board Member,filerDivisionBoardDistrict:Board,electionDate:None|leavingDate:None,filerAgency:San Joaquin Tributary Authority,assumingDate:None,filerPosition:Baord Member,filerDivisionBoardDistrict:Board,electionDate:None",01/01/2013,12/31/2013,03/10/2014,SFO-2009,150175839,2916cc6d885f4474a249f1b35b7563cc,ScheduleA1,Whole Foods,Grocery Stores,10000.00,"$10,001 - $100,000",Stock,,0.00,Unset,,
